year	stock	age	CAA
1990	GOMcod	4	2713.3
1991	GOMcod	4	5539.9
1992	GOMcod	4	500.9
1993	GOMcod	4	935.0
1994	GOMcod	4	1291.2
1995	GOMcod	4	1252.2
1996	GOMcod	4	1983.8
1997	GOMcod	4	464.7
1998	GOMcod	4	620.2
1999	GOMcod	4	333.6
2000	GOMcod	4	808.1
2001	GOMcod	4	671.3
2002	GOMcod	4	865.6
2003	GOMcod	4	530.8
2004	GOMcod	4	250.4
2005	GOMcod	4	859.7
2006	GOMcod	4	275.1
2007	GOMcod	4	907.7
2008	GOMcod	4	679.9
2009	GOMcod	4	1055.4
2010	GOMcod	4	842.5
2011	GOMcod	4	551.5
2012	GOMcod	4	431.2
2013	GOMcod	4	188.8
2014	GOMcod	4	254.9
1970	GOMcod	5	NA
1971	GOMcod	5	NA
1972	GOMcod	5	NA
1973	GOMcod	5	NA
1974	GOMcod	5	NA
1975	GOMcod	5	NA
1976	GOMcod	5	NA
1977	GOMcod	5	NA
1978	GOMcod	5	NA
1979	GOMcod	5	NA
1980	GOMcod	5	NA
1981	GOMcod	5	NA
1982	GOMcod	5	748.8
1983	GOMcod	5	704.0
1984	GOMcod	5	437.5
1985	GOMcod	5	738.1
1986	GOMcod	5	279.3
1987	GOMcod	5	345.4
1988	GOMcod	5	447.7
1989	GOMcod	5	521.1
1990	GOMcod	5	541.4
1991	GOMcod	5	1036.1
1992	GOMcod	5	2187.3
1993	GOMcod	5	103.3
1994	GOMcod	5	266.3
1995	GOMcod	5	221.4
1996	GOMcod	5	404.1
1997	GOMcod	5	863.3
1998	GOMcod	5	152.7
1999	GOMcod	5	171.2
2000	GOMcod	5	176.1
2001	GOMcod	5	383.0
2002	GOMcod	5	312.8
2003	GOMcod	5	685.4
2004	GOMcod	5	388.2
2005	GOMcod	5	87.3
2006	GOMcod	5	442.3
2007	GOMcod	5	130.9
2008	GOMcod	5	787.6
2009	GOMcod	5	468.0
2010	GOMcod	5	634.5
2011	GOMcod	5	585.4
2012	GOMcod	5	243.4
2013	GOMcod	5	122.9
2014	GOMcod	5	71.9
1970	GOMcod	6	NA
1971	GOMcod	6	NA
1972	GOMcod	6	NA
1973	GOMcod	6	NA
1974	GOMcod	6	NA
1975	GOMcod	6	NA
1976	GOMcod	6	NA
1977	GOMcod	6	NA
1978	GOMcod	6	NA
1979	GOMcod	6	NA
1980	GOMcod	6	NA
1981	GOMcod	6	NA
1982	GOMcod	6	65.9
1983	GOMcod	6	452.7
1984	GOMcod	6	219.6
1985	GOMcod	6	161.4
1986	GOMcod	6	202.7
1987	GOMcod	6	89.4
1988	GOMcod	6	67.4
1989	GOMcod	6	87.1
1990	GOMcod	6	189.1
1991	GOMcod	6	150.7
1992	GOMcod	6	226.1
1993	GOMcod	6	497.1
1994	GOMcod	6	66.2
1995	GOMcod	6	29.9
1996	GOMcod	6	36.7
1997	GOMcod	6	72.1
1998	GOMcod	6	205.2
1999	GOMcod	6	53.5
2000	GOMcod	6	85.1
2001	GOMcod	6	106.4
2002	GOMcod	6	163.4
2003	GOMcod	6	183.1
2004	GOMcod	6	248.0
2005	GOMcod	6	241.8
2006	GOMcod	6	29.5
2007	GOMcod	6	222.9
2008	GOMcod	6	67.3
2009	GOMcod	6	277.5
2010	GOMcod	6	160.2
2011	GOMcod	6	354.5
2012	GOMcod	6	125.0
2013	GOMcod	6	22.9
2014	GOMcod	6	28.3
1970	GOMcod	7	NA
1971	GOMcod	7	NA
1972	GOMcod	7	NA
1973	GOMcod	7	NA
1974	GOMcod	7	NA
1975	GOMcod	7	NA
1976	GOMcod	7	NA
1977	GOMcod	7	NA
1978	GOMcod	7	NA
1979	GOMcod	7	NA
1980	GOMcod	7	NA
1981	GOMcod	7	NA
1982	GOMcod	7	94.1
1983	GOMcod	7	50.0
1984	GOMcod	7	105.6
1985	GOMcod	7	107.2
1986	GOMcod	7	48.0
1987	GOMcod	7	81.0
1988	GOMcod	7	25.6
1989	GOMcod	7	70.3
1990	GOMcod	7	29.7
1991	GOMcod	7	55.5
1992	GOMcod	7	80.2
1993	GOMcod	7	41.6
1994	GOMcod	7	74.2
1995	GOMcod	7	6.5
1996	GOMcod	7	4.0
1997	GOMcod	7	5.5
1998	GOMcod	7	28.7
1999	GOMcod	7	59.4
2000	GOMcod	7	12.5
2001	GOMcod	7	57.2
2002	GOMcod	7	66.4
2003	GOMcod	7	75.7
2004	GOMcod	7	70.3
2005	GOMcod	7	109.2
2006	GOMcod	7	80.6
2007	GOMcod	7	8.3
2008	GOMcod	7	100.8
2009	GOMcod	7	22.0
2010	GOMcod	7	82.5
2011	GOMcod	7	36.3
2012	GOMcod	7	58.8
2013	GOMcod	7	12.6
2014	GOMcod	7	8.8
1970	GOMcod	8	NA
1971	GOMcod	8	NA
1972	GOMcod	8	NA
1973	GOMcod	8	NA
1974	GOMcod	8	NA
1975	GOMcod	8	NA
1976	GOMcod	8	NA
1977	GOMcod	8	NA
1978	GOMcod	8	NA
1979	GOMcod	8	NA
1980	GOMcod	8	NA
1981	GOMcod	8	NA
1982	GOMcod	8	72.6
1983	GOMcod	8	62.5
1984	GOMcod	8	9.5
1985	GOMcod	8	48.4
1986	GOMcod	8	38.2
1987	GOMcod	8	14.5
1988	GOMcod	8	26.2
1989	GOMcod	8	9.4
1990	GOMcod	8	36.4
1991	GOMcod	8	26.0
1992	GOMcod	8	6.0
1993	GOMcod	8	11.3
1994	GOMcod	8	28.7
1995	GOMcod	8	18.2
1996	GOMcod	8	0.5
1997	GOMcod	8	2.3
1998	GOMcod	8	5.2
1999	GOMcod	8	12.4
2000	GOMcod	8	10.5
2001	GOMcod	8	8.3
2002	GOMcod	8	27.9
2003	GOMcod	8	29.2
2004	GOMcod	8	35.7
2005	GOMcod	8	28.7
2006	GOMcod	8	40.2
2007	GOMcod	8	20.9
2008	GOMcod	8	3.3
2009	GOMcod	8	30.0
2010	GOMcod	8	13.2
2011	GOMcod	8	39.9
2012	GOMcod	8	7.6
2013	GOMcod	8	6.9
2014	GOMcod	8	1.9
1970	GOMcod	9	NA
1971	GOMcod	9	NA
1972	GOMcod	9	NA
1973	GOMcod	9	NA
1974	GOMcod	9	NA
1975	GOMcod	9	NA
1976	GOMcod	9	NA
1977	GOMcod	9	NA
1978	GOMcod	9	NA
1979	GOMcod	9	NA
1980	GOMcod	9	NA
1981	GOMcod	9	NA
1982	GOMcod	9	90.1
1983	GOMcod	9	56.2
1984	GOMcod	9	53.4
1985	GOMcod	9	33.2
1986	GOMcod	9	47.5
1987	GOMcod	9	37.5
1988	GOMcod	9	9.3
1989	GOMcod	9	19.6
1990	GOMcod	9	43.3
1991	GOMcod	9	15.8
1992	GOMcod	9	5.5
1993	GOMcod	9	0.0
1994	GOMcod	9	7.9
1995	GOMcod	9	2.8
1996	GOMcod	9	1.6
1997	GOMcod	9	1.0
1998	GOMcod	9	2.3
1999	GOMcod	9	1.1
2000	GOMcod	9	0.0
2001	GOMcod	9	11.6
2002	GOMcod	9	20.3
2003	GOMcod	9	26.8
2004	GOMcod	9	32.9
2005	GOMcod	9	31.0
2006	GOMcod	9	29.2
2007	GOMcod	9	32.2
2008	GOMcod	9	18.9
2009	GOMcod	9	10.6
2010	GOMcod	9	8.5
2011	GOMcod	9	9.6
2012	GOMcod	9	3.5
2013	GOMcod	9	0.9
2014	GOMcod	9	0.9
1970	GOMcod	10	NA
1971	GOMcod	10	NA
1972	GOMcod	10	NA
1973	GOMcod	10	NA
1974	GOMcod	10	NA
1975	GOMcod	10	NA
1976	GOMcod	10	NA
1977	GOMcod	10	NA
1978	GOMcod	10	NA
1979	GOMcod	10	NA
1980	GOMcod	10	NA
1981	GOMcod	10	NA
1982	GOMcod	10	NA
1983	GOMcod	10	NA
1984	GOMcod	10	NA
1985	GOMcod	10	NA
1986	GOMcod	10	NA
1987	GOMcod	10	NA
1988	GOMcod	10	NA
1989	GOMcod	10	NA
1990	GOMcod	10	NA
1991	GOMcod	10	NA
1992	GOMcod	10	NA
1993	GOMcod	10	NA
1994	GOMcod	10	NA
1995	GOMcod	10	NA
1996	GOMcod	10	NA
1997	GOMcod	10	NA
1998	GOMcod	10	NA
1999	GOMcod	10	NA
2000	GOMcod	10	NA
2001	GOMcod	10	NA
2002	GOMcod	10	NA
2003	GOMcod	10	NA
2004	GOMcod	10	NA
2005	GOMcod	10	NA
2006	GOMcod	10	NA
2007	GOMcod	10	NA
2008	GOMcod	10	NA
2009	GOMcod	10	NA
2010	GOMcod	10	NA
2011	GOMcod	10	NA
2012	GOMcod	10	NA
2013	GOMcod	10	NA
2014	GOMcod	10	NA
1968	witch	1	NA
1969	witch	1	NA
1970	witch	1	NA
1971	witch	1	NA
1972	witch	1	NA
1973	witch	1	NA
1974	witch	1	NA
1975	witch	1	NA
1976	witch	1	NA
1977	witch	1	NA
1978	witch	1	NA
1979	witch	1	NA
1980	witch	1	NA
1981	witch	1	NA
1982	witch	1	0.1
1983	witch	1	0.0
1984	witch	1	0.3
1985	witch	1	0.3
1986	witch	1	0.5
1987	witch	1	18.9
1988	witch	1	14.7
1989	witch	1	11.1
1990	witch	1	5.2
1991	witch	1	17.8
1992	witch	1	43.4
1993	witch	1	78.8
1994	witch	1	1370.8
1995	witch	1	50.2
1996	witch	1	33.4
1997	witch	1	75.1
1998	witch	1	404.7
1999	witch	1	266.3
2000	witch	1	172.8
2001	witch	1	98.8
2002	witch	1	19.2
2003	witch	1	1.5
2004	witch	1	0.0
2005	witch	1	6.0
2006	witch	1	2.5
2007	witch	1	2.2
2008	witch	1	0.1
2009	witch	1	0.4
2010	witch	1	3.4
1968	witch	2	NA
1969	witch	2	NA
1970	witch	2	NA
1971	witch	2	NA
1972	witch	2	NA
1973	witch	2	NA
1974	witch	2	NA
1975	witch	2	NA
1976	witch	2	NA
1977	witch	2	NA
1978	witch	2	NA
1979	witch	2	NA
1980	witch	2	NA
1981	witch	2	NA
1982	witch	2	1.7
1983	witch	2	4.3
1984	witch	2	0.9
1985	witch	2	3.5
1986	witch	2	3.9
1987	witch	2	79.9
1988	witch	2	130.3
1989	witch	2	52.7
1990	witch	2	117.9
1991	witch	2	79.1
1992	witch	2	137.0
1993	witch	2	108.2
1994	witch	2	499.3
1995	witch	2	661.3
1996	witch	2	52.6
1997	witch	2	107.1
1998	witch	2	287.3
1999	witch	2	198.8
2000	witch	2	123.2
2001	witch	2	67.6
2002	witch	2	15.8
2003	witch	2	6.8
2004	witch	2	9.7
2005	witch	2	14.7
2006	witch	2	19.0
2007	witch	2	20.9
2008	witch	2	4.9
2009	witch	2	17.2
2010	witch	2	51.4
1968	witch	3	NA
1969	witch	3	NA
1970	witch	3	NA
1971	witch	3	NA
1972	witch	3	NA
1973	witch	3	NA
1974	witch	3	NA
1975	witch	3	NA
1976	witch	3	NA
1977	witch	3	NA
1978	witch	3	NA
1979	witch	3	NA
1980	witch	3	NA
1981	witch	3	NA
1982	witch	3	190.5
1983	witch	3	337.1
1984	witch	3	146.6
1985	witch	3	123.6
1986	witch	3	22.9
1987	witch	3	22.3
1988	witch	3	600.3
1989	witch	3	89.7
1990	witch	3	305.7
1991	witch	3	497.0
1992	witch	3	162.0
1993	witch	3	86.5
1994	witch	3	67.3
1995	witch	3	643.5
1996	witch	3	145.0
1997	witch	3	124.6
1998	witch	3	227.9
1999	witch	3	154.2
2000	witch	3	124.2
2001	witch	3	66.3
2002	witch	3	32.7
2003	witch	3	32.5
2004	witch	3	33.2
2005	witch	3	15.5
2006	witch	3	45.8
2007	witch	3	73.9
2008	witch	3	30.0
2009	witch	3	26.7
2010	witch	3	28.9
1968	witch	4	NA
1969	witch	4	NA
1970	witch	4	NA
1971	witch	4	NA
1972	witch	4	NA
1973	witch	4	NA
1974	witch	4	NA
1975	witch	4	NA
1976	witch	4	NA
1977	witch	4	NA
1978	witch	4	NA
1979	witch	4	NA
1980	witch	4	NA
1981	witch	4	NA
1982	witch	4	1064.5
1983	witch	4	1346.2
1984	witch	4	1466.3
1985	witch	4	1176.1
1986	witch	4	377.1
1987	witch	4	181.3
1988	witch	4	139.9
1989	witch	4	311.0
1990	witch	4	385.3
1991	witch	4	631.5
1992	witch	4	970.0
1993	witch	4	1006.5
1994	witch	4	641.9
1995	witch	4	379.6
1996	witch	4	381.2
1997	witch	4	699.8
1998	witch	4	311.0
1999	witch	4	485.3
2000	witch	4	372.8
2001	witch	4	335.7
2002	witch	4	578.3
2003	witch	4	287.4
2004	witch	4	359.9
2005	witch	4	185.9
2006	witch	4	72.5
2007	witch	4	88.6
2008	witch	4	190.1
2009	witch	4	165.9
2010	witch	4	63.7
1968	witch	5	NA
1969	witch	5	NA
1970	witch	5	NA
1971	witch	5	NA
1972	witch	5	NA
1973	witch	5	NA
1974	witch	5	NA
1975	witch	5	NA
1976	witch	5	NA
1977	witch	5	NA
1978	witch	5	NA
1979	witch	5	NA
1980	witch	5	NA
1981	witch	5	NA
1982	witch	5	1207.7
1983	witch	5	1520.8
1984	witch	5	2002.7
1985	witch	5	2118.2
1986	witch	5	1516.8
1987	witch	5	467.1
1988	witch	5	264.3
1989	witch	5	153.9
1990	witch	5	781.1
1991	witch	5	1083.5
1992	witch	5	1114.1
1993	witch	5	1418.5
1994	witch	5	2065.2
1995	witch	5	1045.6
1996	witch	5	905.3
1997	witch	5	897.1
1998	witch	5	751.9
1999	witch	5	975.0
2000	witch	5	568.9
2001	witch	5	1045.6
2002	witch	5	1124.1
2003	witch	5	1120.7
2004	witch	5	1180.7
2005	witch	5	841.3
2006	witch	5	240.3
2007	witch	5	106.0
2008	witch	5	173.9
2009	witch	5	439.7
2010	witch	5	231.2
1968	witch	6	NA
1969	witch	6	NA
1970	witch	6	NA
1971	witch	6	NA
1972	witch	6	NA
1973	witch	6	NA
1974	witch	6	NA
1975	witch	6	NA
1976	witch	6	NA
1977	witch	6	NA
1978	witch	6	NA
1979	witch	6	NA
1980	witch	6	NA
1981	witch	6	NA
1982	witch	6	1475.4
1983	witch	6	1575.1
1984	witch	6	1739.6
1985	witch	6	1936.2
1986	witch	6	2775.3
1987	witch	6	1280.1
1988	witch	6	658.3
1989	witch	6	314.6
1990	witch	6	257.6
1991	witch	6	650.2
1992	witch	6	1066.2
1993	witch	6	923.6
1994	witch	6	1350.2
1995	witch	6	1712.5
1996	witch	6	1354.5
1997	witch	6	1208.6
1998	witch	6	1324.8
1999	witch	6	1519.5
2000	witch	6	1167.1
2001	witch	6	1129.5
2002	witch	6	1363.6
2003	witch	6	1627.1
2004	witch	6	1615.1
2005	witch	6	1877.6
2006	witch	6	713.9
2007	witch	6	267.9
2008	witch	6	313.5
2009	witch	6	301.0
2010	witch	6	447.6
1968	witch	7	NA
1969	witch	7	NA
1970	witch	7	NA
1971	witch	7	NA
1972	witch	7	NA
1973	witch	7	NA
1974	witch	7	NA
1975	witch	7	NA
1976	witch	7	NA
1977	witch	7	NA
1978	witch	7	NA
1979	witch	7	NA
1980	witch	7	NA
1981	witch	7	NA
1982	witch	7	665.2
1983	witch	7	1590.2
1984	witch	7	1486.5
1985	witch	7	1524.9
1986	witch	7	1566.9
1987	witch	7	1574.7
1988	witch	7	1382.7
1989	witch	7	760.0
1990	witch	7	276.0
1991	witch	7	236.1
1992	witch	7	729.4
1993	witch	7	599.5
1994	witch	7	949.1
1995	witch	7	854.6
1996	witch	7	1462.0
1997	witch	7	1022.3
1998	witch	7	1643.2
1999	witch	7	1256.6
2000	witch	7	1717.5
2001	witch	7	1760.2
2002	witch	7	2150.5
2003	witch	7	1910.7
2004	witch	7	1530.1
2005	witch	7	1815.9
2006	witch	7	1567.8
2007	witch	7	903.7
2008	witch	7	594.2
2009	witch	7	499.2
2010	witch	7	295.0
1968	witch	8	NA
1969	witch	8	NA
1970	witch	8	NA
1971	witch	8	NA
1972	witch	8	NA
1973	witch	8	NA
1974	witch	8	NA
1975	witch	8	NA
1976	witch	8	NA
1977	witch	8	NA
1978	witch	8	NA
1979	witch	8	NA
1980	witch	8	NA
1981	witch	8	NA
1982	witch	8	656.0
1983	witch	8	977.8
1984	witch	8	1497.5
1985	witch	8	1247.9
1986	witch	8	834.9
1987	witch	8	870.9
1988	witch	8	1154.1
1989	witch	8	883.3
1990	witch	8	474.8
1991	witch	8	244.9
1992	witch	8	201.8
1993	witch	8	585.6
1994	witch	8	199.7
1995	witch	8	269.6
1996	witch	8	269.0
1997	witch	8	594.4
1998	witch	8	382.5
1999	witch	8	805.3
2000	witch	8	1024.0
2001	witch	8	1483.9
2002	witch	8	1280.8
2003	witch	8	1583.6
2004	witch	8	1161.6
2005	witch	8	835.4
2006	witch	8	886.0
2007	witch	8	619.8
2008	witch	8	454.3
2009	witch	8	455.6
2010	witch	8	402.4
1968	witch	9	NA
1969	witch	9	NA
1970	witch	9	NA
1971	witch	9	NA
1972	witch	9	NA
1973	witch	9	NA
1974	witch	9	NA
1975	witch	9	NA
1976	witch	9	NA
1977	witch	9	NA
1978	witch	9	NA
1979	witch	9	NA
1980	witch	9	NA
1981	witch	9	NA
1982	witch	9	399.5
1983	witch	9	737.7
1984	witch	9	696.7
1985	witch	9	606.0
1986	witch	9	412.7
1987	witch	9	480.6
1988	witch	9	401.5
1989	witch	9	350.0
1990	witch	9	336.6
1991	witch	9	292.6
1992	witch	9	178.0
1993	witch	9	218.8
1994	witch	9	543.8
1995	witch	9	97.9
1996	witch	9	220.2
1997	witch	9	84.2
1998	witch	9	146.0
1999	witch	9	265.3
2000	witch	9	567.5
2001	witch	9	644.9
2002	witch	9	645.3
2003	witch	9	759.1
2004	witch	9	805.2
2005	witch	9	417.0
2006	witch	9	362.4
2007	witch	9	175.9
2008	witch	9	312.8
2009	witch	9	324.2
2010	witch	9	179.7
1968	witch	10	NA
1969	witch	10	NA
1970	witch	10	NA
1971	witch	10	NA
1972	witch	10	NA
1973	witch	10	NA
1974	witch	10	NA
1975	witch	10	NA
1976	witch	10	NA
1977	witch	10	NA
1978	witch	10	NA
1979	witch	10	NA
1980	witch	10	NA
1981	witch	10	NA
1982	witch	10	239.4
1983	witch	10	510.4
1984	witch	10	375.1
1985	witch	10	400.4
1986	witch	10	222.8
1987	witch	10	252.4
1988	witch	10	266.7
1989	witch	10	123.5
1990	witch	10	82.0
1991	witch	10	314.1
1992	witch	10	120.1
1993	witch	10	278.6
1994	witch	10	113.9
1995	witch	10	270.6
1996	witch	10	58.3
1997	witch	10	49.9
1998	witch	10	16.0
1999	witch	10	33.2
2000	witch	10	94.7
2001	witch	10	435.8
2002	witch	10	95.6
2003	witch	10	441.7
2004	witch	10	329.0
2005	witch	10	238.0
2006	witch	10	135.8
2007	witch	10	100.7
2008	witch	10	111.7
2009	witch	10	74.7
2010	witch	10	234.7
1968	witch	11	NA
1969	witch	11	NA
1970	witch	11	NA
1971	witch	11	NA
1972	witch	11	NA
1973	witch	11	NA
1974	witch	11	NA
1975	witch	11	NA
1976	witch	11	NA
1977	witch	11	NA
1978	witch	11	NA
1979	witch	11	NA
1980	witch	11	NA
1981	witch	11	NA
1982	witch	11	1578.4
1983	witch	11	1675.5
1984	witch	11	1718.8
1985	witch	11	1359.2
1986	witch	11	758.2
1987	witch	11	489.4
1988	witch	11	597.5
1989	witch	11	348.3
1990	witch	11	178.9
1991	witch	11	258.2
1992	witch	11	377.2
1993	witch	11	390.5
1994	witch	11	333.3
1995	witch	11	157.5
1996	witch	11	116.1
1997	witch	11	70.5
1998	witch	11	72.5
1999	witch	11	57.2
2000	witch	11	238.6
2001	witch	11	315.6
2002	witch	11	203.0
2003	witch	11	353.9
2004	witch	11	294.9
2005	witch	11	134.4
2006	witch	11	75.4
2007	witch	11	44.9
2008	witch	11	67.4
2009	witch	11	77.6
2010	witch	11	47.2
1973	SNEMAyt	1	220.0
1974	SNEMAyt	1	861.0
1975	SNEMAyt	1	8910.0
1976	SNEMAyt	1	214.0
1977	SNEMAyt	1	5513.0
1978	SNEMAyt	1	8698.0
1979	SNEMAyt	1	205.0
1980	SNEMAyt	1	1006.0
1981	SNEMAyt	1	38.0
1982	SNEMAyt	1	169.0
1983	SNEMAyt	1	2668.0
1984	SNEMAyt	1	517.0
1985	SNEMAyt	1	2239.0
1986	SNEMAyt	1	463.0
1987	SNEMAyt	1	1594.0
1988	SNEMAyt	1	5899.0
1989	SNEMAyt	1	24.0
1990	SNEMAyt	1	192.0
1991	SNEMAyt	1	446.0
1992	SNEMAyt	1	477.0
1993	SNEMAyt	1	13.0
1994	SNEMAyt	1	196.0
1995	SNEMAyt	1	1.0
1996	SNEMAyt	1	4.0
1997	SNEMAyt	1	19.0
1998	SNEMAyt	1	5.0
1999	SNEMAyt	1	70.0
2000	SNEMAyt	1	21.0
2001	SNEMAyt	1	0.0
2002	SNEMAyt	1	8.0
2003	SNEMAyt	1	3.0
2004	SNEMAyt	1	323.0
2005	SNEMAyt	1	35.0
2006	SNEMAyt	1	57.0
2007	SNEMAyt	1	10.0
2008	SNEMAyt	1	33.0
2009	SNEMAyt	1	16.0
2010	SNEMAyt	1	4.0
2011	SNEMAyt	1	18.0
1973	SNEMAyt	2	5632.0
1974	SNEMAyt	2	28519.0
1975	SNEMAyt	2	4130.0
1976	SNEMAyt	2	6677.0
1977	SNEMAyt	2	5027.0
1978	SNEMAyt	2	14191.0
1979	SNEMAyt	2	19419.0
1980	SNEMAyt	2	10215.0
1981	SNEMAyt	2	7029.0
1982	SNEMAyt	2	35696.0
1983	SNEMAyt	2	19288.0
1984	SNEMAyt	2	6199.0
1985	SNEMAyt	2	8074.0
1986	SNEMAyt	2	9970.0
1987	SNEMAyt	2	3437.0
1988	SNEMAyt	2	2109.0
1989	SNEMAyt	2	19920.0
1990	SNEMAyt	2	2057.0
1991	SNEMAyt	2	1610.0
1992	SNEMAyt	2	1453.0
1993	SNEMAyt	2	457.0
1994	SNEMAyt	2	657.0
1995	SNEMAyt	2	376.0
1996	SNEMAyt	2	513.0
1997	SNEMAyt	2	198.0
1998	SNEMAyt	2	1296.0
1999	SNEMAyt	2	443.0
2000	SNEMAyt	2	1221.0
2001	SNEMAyt	2	504.0
2002	SNEMAyt	2	401.0
2003	SNEMAyt	2	246.0
2004	SNEMAyt	2	192.0
2005	SNEMAyt	2	194.0
2006	SNEMAyt	2	383.0
2007	SNEMAyt	2	305.0
2008	SNEMAyt	2	75.0
2009	SNEMAyt	2	184.0
2010	SNEMAyt	2	74.0
2011	SNEMAyt	2	70.0
1973	SNEMAyt	3	11950.0
1974	SNEMAyt	3	5556.0
1975	SNEMAyt	3	1884.0
1976	SNEMAyt	3	1181.0
1977	SNEMAyt	3	4891.0
1978	SNEMAyt	3	2164.0
1979	SNEMAyt	3	8667.0
1980	SNEMAyt	3	6595.0
1981	SNEMAyt	3	7578.0
1982	SNEMAyt	3	14358.0
1983	SNEMAyt	3	42838.0
1984	SNEMAyt	3	19989.0
1985	SNEMAyt	3	2175.0
1986	SNEMAyt	3	3326.0
1987	SNEMAyt	3	2368.0
1988	SNEMAyt	3	536.0
1989	SNEMAyt	3	3347.0
1990	SNEMAyt	3	42643.0
1991	SNEMAyt	3	5169.0
1992	SNEMAyt	3	2097.0
1993	SNEMAyt	3	447.0
1994	SNEMAyt	3	566.0
1995	SNEMAyt	3	286.0
1996	SNEMAyt	3	1188.0
1997	SNEMAyt	3	1576.0
1998	SNEMAyt	3	1205.0
1999	SNEMAyt	3	2142.0
2000	SNEMAyt	3	1446.0
2001	SNEMAyt	3	1970.0
2002	SNEMAyt	3	1169.0
2003	SNEMAyt	3	752.0
2004	SNEMAyt	3	351.0
2005	SNEMAyt	3	196.0
2006	SNEMAyt	3	320.0
2007	SNEMAyt	3	747.0
2008	SNEMAyt	3	495.0
2009	SNEMAyt	3	167.0
2010	SNEMAyt	3	195.0
2011	SNEMAyt	3	212.0
1973	SNEMAyt	4	7979.0
1974	SNEMAyt	4	7370.0
1975	SNEMAyt	4	1130.0
1976	SNEMAyt	4	327.0
1977	SNEMAyt	4	507.0
1978	SNEMAyt	4	1470.0
1979	SNEMAyt	4	1062.0
1980	SNEMAyt	4	3829.0
1981	SNEMAyt	4	2926.0
1982	SNEMAyt	4	1858.0
1983	SNEMAyt	4	3602.0
1984	SNEMAyt	4	8129.0
1985	SNEMAyt	4	1968.0
1986	SNEMAyt	4	635.0
1987	SNEMAyt	4	926.0
1988	SNEMAyt	4	506.0
1989	SNEMAyt	4	462.0
1990	SNEMAyt	4	2209.0
1991	SNEMAyt	4	9703.0
1992	SNEMAyt	4	2739.0
1993	SNEMAyt	4	711.0
1994	SNEMAyt	4	426.0
1995	SNEMAyt	4	277.0
1996	SNEMAyt	4	245.0
1997	SNEMAyt	4	945.0
1998	SNEMAyt	4	437.0
1999	SNEMAyt	4	485.0
2000	SNEMAyt	4	563.0
2001	SNEMAyt	4	552.0
2002	SNEMAyt	4	473.0
2003	SNEMAyt	4	419.0
2004	SNEMAyt	4	308.0
2005	SNEMAyt	4	173.0
2006	SNEMAyt	4	164.0
2007	SNEMAyt	4	185.0
2008	SNEMAyt	4	707.0
2009	SNEMAyt	4	333.0
2010	SNEMAyt	4	112.0
2011	SNEMAyt	4	205.0
1973	SNEMAyt	5	5226.0
1974	SNEMAyt	5	3687.0
1975	SNEMAyt	5	1597.0
1976	SNEMAyt	5	449.0
1977	SNEMAyt	5	278.0
1978	SNEMAyt	5	247.0
1979	SNEMAyt	5	438.0
1980	SNEMAyt	5	512.0
1981	SNEMAyt	5	1111.0
1982	SNEMAyt	5	415.0
1983	SNEMAyt	5	385.0
1984	SNEMAyt	5	878.0
1985	SNEMAyt	5	1109.0
1986	SNEMAyt	5	356.0
1987	SNEMAyt	5	167.0
1988	SNEMAyt	5	134.0
1989	SNEMAyt	5	48.0
1990	SNEMAyt	5	90.0
1991	SNEMAyt	5	168.0
1992	SNEMAyt	5	297.0
1993	SNEMAyt	5	145.0
1994	SNEMAyt	5	316.0
1995	SNEMAyt	5	58.0
1996	SNEMAyt	5	32.0
1997	SNEMAyt	5	118.0
1998	SNEMAyt	5	82.0
1999	SNEMAyt	5	95.0
2000	SNEMAyt	5	57.0
2001	SNEMAyt	5	140.0
2002	SNEMAyt	5	35.0
2003	SNEMAyt	5	36.0
2004	SNEMAyt	5	205.0
2005	SNEMAyt	5	120.0
2006	SNEMAyt	5	62.0
2007	SNEMAyt	5	47.0
2008	SNEMAyt	5	55.0
2009	SNEMAyt	5	266.0
2010	SNEMAyt	5	168.0
2011	SNEMAyt	5	161.0
1973	SNEMAyt	6	5305.0
1974	SNEMAyt	6	1598.0
1975	SNEMAyt	6	792.0
1976	SNEMAyt	6	477.0
1977	SNEMAyt	6	304.0
1978	SNEMAyt	6	61.0
1979	SNEMAyt	6	101.0
1980	SNEMAyt	6	129.0
1981	SNEMAyt	6	161.0
1982	SNEMAyt	6	79.0
1983	SNEMAyt	6	146.0
1984	SNEMAyt	6	245.0
1985	SNEMAyt	6	204.0
1986	SNEMAyt	6	127.0
1987	SNEMAyt	6	55.0
1988	SNEMAyt	6	26.0
1989	SNEMAyt	6	3.0
1990	SNEMAyt	6	5.0
1991	SNEMAyt	6	34.0
1992	SNEMAyt	6	14.0
1993	SNEMAyt	6	4.0
1994	SNEMAyt	6	93.0
1995	SNEMAyt	6	13.0
1996	SNEMAyt	6	20.0
1997	SNEMAyt	6	19.0
1998	SNEMAyt	6	17.0
1999	SNEMAyt	6	40.0
2000	SNEMAyt	6	10.0
2001	SNEMAyt	6	27.0
2002	SNEMAyt	6	1.0
2003	SNEMAyt	6	8.0
2004	SNEMAyt	6	86.0
2005	SNEMAyt	6	31.0
2006	SNEMAyt	6	38.0
2007	SNEMAyt	6	21.0
2008	SNEMAyt	6	5.0
2009	SNEMAyt	6	14.0
2010	SNEMAyt	6	55.0
2011	SNEMAyt	6	104.0
